,price,production_year,mileage,fuel_type,mark,model,fiscal_power
465,38000,1999.0,94999,Diesel,Volkswagen,Jetta,6
466,340000,2015.0,99999,Diesel,Volkswagen,GOLF 7,8
467,117000,2016.0,89999,Diesel,Renault,Clio,6
468,42000,2007.0,149999,Essence,Kia,Picanto,6
469,170000,2013.0,129999,Diesel,BMW,Serie 1,6
470,85000,2007.0,299999,Diesel,Renault,Trafic,6
471,14000,2001.0,109999,Essence,Honda,Legend,20
472,68000,2012.0,64999,Essence,Ford,Fiesta,6
473,103000,2008.0,159999,Diesel,Alfa Romeo,159,10
474,58000,2015.0,64999,Essence,Dacia,Logan,6
475,92000,2009.0,139999,Diesel,Kia,Sorento,9
476,92000,2014.0,119999,Diesel,Renault,Clio,6
477,54000,2009.0,99999,Essence,Hyundai,i 10,6
478,29000,1995.0,299999,Essence,Fiat,Uno,6
479,56000,2002.0,199999,Diesel,Opel,Astra,6
480,23500,1992.0,59999,Essence,Volkswagen,GOLF 3,6
481,95000,2010.0,139999,Diesel,Renault,other,6
482,98000,2009.0,179999,Diesel,Mitsubishi,pajero,11
483,149000,2012.0,109999,Diesel,Hyundai,ix 35,6
484,155000,2013.0,159999,Diesel,Volkswagen,Passat,6
485,65000,2002.0,14999,Diesel,Renault,Kangoo,6
486,48000,2011.0,39999,Essence,Chevrolet,Spark,6
487,75000,2008.0,129999,Diesel,Renault,Kangoo,6
488,134000,2013.0,129999,Diesel,Opel,Astra,7
489,132000,2012.0,129999,Diesel,Chevrolet,Captiva,6
490,98000,2012.0,94999,Diesel,Hyundai,Accent,6
491,145000,2015.0,74999,Diesel,Dacia,Duster,6
492,67000,2012.0,189999,Diesel,Renault,Kangoo,6
493,80000,2010.0,119999,Diesel,Ford,Fiesta,7
494,120000,2013.0,89999,Diesel,Dacia,Duster,6
495,115000,2014.0,139999,Diesel,Dacia,Duster,6
496,34000,2002.0,149999,Essence,Opel,Corsa,5
497,68000,2011.0,149999,Diesel,Dacia,Sandero,7
498,38000,1999.0,29999,Essence,Honda,Civic,6
499,90000,2013.0,119999,Diesel,Dacia,Dokker,6
500,280000,2014.0,109999,Diesel,Volkswagen,CC,8
501,155000,2010.0,249999,Diesel,Nissan,Patrol GR,6
502,125000,2009.0,299999,Diesel,Hyundai,Tucson,6
503,79000,2015.0,49999,Diesel,Citroen,Nemo,6
504,155000,2013.0,109999,Diesel,Peugeot,508,8
505,149000,2014.0,59999,Diesel,Alfa Romeo,Mito,6
506,68000,2013.0,159999,Essence,Hyundai,i 20,6
507,49000,2002.0,249999,Diesel,Fiat,Palio,7
508,110000,2015.0,19999,Diesel,Dacia,Dokker,6
509,50000,2008.0,249999,Essence,Hyundai,Accent,8
510,105000,2009.0,169999,Diesel,Alfa Romeo,Mito,6
511,300000,2013.0,44999,Diesel,Mercedes-Benz,Classe E,9
512,132000,2014.0,79999,Diesel,Renault,Megane,6
513,139000,2015.0,59999,Diesel,Skoda,RAPID,6
514,180000,2007.0,129999,Diesel,Mercedes-Benz,Classe C,6
515,35000,2001.0,19999,Essence,Fiat,Uno,6
516,165000,2007.0,169999,Diesel,BMW,X5,6
517,130000,2009.0,149999,Diesel,Volkswagen,Touareg,12
518,145000,2012.0,129999,Essence,Nissan,Murano,6
519,225000,2012.0,109999,Diesel,Volkswagen,Touran,6
520,225000,2013.0,149999,Diesel,Volkswagen,Passat,6
521,168000,2010.0,189999,Diesel,Mercedes-Benz,Classe C,8
522,43000,2001.0,199999,Essence,Honda,Civic,9
523,77000,2007.0,159999,Essence,Volkswagen,GOLF 5,6
524,163000,2011.0,109999,Diesel,BMW,Serie 3,8
525,168000,2009.0,94999,Diesel,Volkswagen,Touareg,10
526,162000,2012.0,139999,Diesel,Volkswagen,Caddy,6
527,57000,1996.0,24999,Diesel,Volkswagen,GOLF 3,6
528,155000,2014.0,109999,Diesel,Nissan,Juke,6
529,99000,2014.0,119999,Diesel,Renault,Clio,6
530,155000,2011.0,149999,Diesel,Volkswagen,GOLF 6,6
531,235000,2014.0,109999,Diesel,Audi,A4,8
532,40000,1993.0,29999,Diesel,Peugeot,205,6
533,118000,2013.0,169999,Diesel,Dacia,Duster,6
534,113000,2008.0,199999,Diesel,Hyundai,Santa Fe,6
535,27000,1999.0,4999,Diesel,Fiat,Palio,6
536,85000,2013.0,119999,Diesel,Peugeot,206,6
537,67000,2008.0,4999,Diesel,Nissan,Micra,6
538,59000,2012.0,94999,Diesel,Peugeot,Bipper,5
539,125000,2011.0,179999,Diesel,Nissan,Qashqai,6
540,115000,2014.0,69999,Diesel,Dacia,Duster,6
541,110000,2012.0,189999,Diesel,Hyundai,i 30,6
542,120000,2016.0,64999,Diesel,Renault,Clio,6
543,14000,2007.0,29999,Diesel,Isuzu,D-MAX,6
544,33000,2000.0,4999,Essence,Daewoo,Lanos,8
545,157000,2007.0,249999,Diesel,Mercedes-Benz,220,8
546,465000,2015.0,79999,Diesel,Mercedes-Benz,Classe C,6
547,85000,2012.0,109999,Diesel,Dacia,Logan,6
548,120000,2013.0,89999,Diesel,Dacia,Duster,6
549,45000,2004.0,299999,Diesel,Hyundai,Accent,6
550,115000,2016.0,29999,Essence,Volkswagen,Polo,6
551,52000,2006.0,4999,Diesel,Dacia,Logan,6
552,265000,2013.0,74999,Diesel,Audi,A5,6
553,165000,2010.0,159999,Diesel,Volkswagen,GOLF 6,8
554,137000,2013.0,84999,Diesel,Renault,CAPTUR,6
555,5500,2007.0,189999,Diesel,Peugeot,Partner,6
556,52000,2006.0,109999,Essence,Chevrolet,Optra,6
557,95000,2007.0,249999,Diesel,Nissan,X-Trail,6
558,49000,2004.0,249999,Diesel,Kia,Cerato,8
559,93500,2016.0,54999,Diesel,Dacia,Logan,6
560,165000,2007.0,199999,Diesel,Nissan,Navara,8
561,39000,2005.0,149999,Essence,Renault,Vel Satis,20
562,129000,2014.0,84999,Diesel,Peugeot,508,6
563,63000,2012.0,249999,Essence,Fiat,GRANDE PUNTO,6
564,85000,2008.0,189999,Diesel,Renault,Grand Espace,6
565,53000,2009.0,109999,Essence,Citroen,C3,6
566,47000,2011.0,199999,Essence,Dacia,Logan,8
567,25000,2001.0,94999,Essence,Fiat,Uno,6
568,350000,2015.0,79999,Diesel,Land Rover,Range Rover Evoque,9
569,32000,1993.0,34999,Diesel,Peugeot,309,6
570,85000,2015.0,44999,Diesel,Dacia,Sandero,6
571,40000,2005.0,69999,Essence,Peugeot,307,7
572,64000,2003.0,4999,Diesel,Citroen,Xsara Picasso,6
573,55000,2005.0,159999,Diesel,Peugeot,206,6
574,90000,2009.0,189999,Diesel,Volkswagen,Polo,6
575,70000,2011.0,169999,Diesel,Renault,Kangoo,6
576,56000,2002.0,299999,Diesel,Peugeot,306,7
577,80000,2012.0,109999,Diesel,Dacia,Logan,6
578,35000,1999.0,249999,Essence,Fiat,Palio,6
579,64000,2007.0,189999,Diesel,Peugeot,Partner,6
580,36000,2007.0,4999,Essence,Hyundai,Atos Prime,6
581,54000,2007.0,44999,Essence,Daihatsu,Sirion,5
582,115000,2007.0,159999,Diesel,Volkswagen,Touareg,8
583,127000,2016.0,39999,Diesel,Renault,Capture,6
584,100000,2007.0,349999,Diesel,Audi,A6,12
585,86000,2015.0,109999,Diesel,Fiat,Doblo,5
586,50000,2003.0,14999,Diesel,Kia,Carens,6
587,81000,2012.0,129999,Essence,Volkswagen,Polo,6
588,112000,2008.0,159999,Diesel,Hyundai,Santa Fe,8
589,39000,1999.0,159999,Essence,Honda,CR-V,11
590,49000,2012.0,19999,Essence,Kia,Picanto,6
591,78000,2011.0,94999,Essence,Seat,Ibiza,6
592,72000,2003.0,169999,Diesel,Volkswagen,Passat,8
593,268000,2015.0,74999,Diesel,Volkswagen,Touareg,12
594,97000,2007.0,249999,Diesel,Renault,Scenic,8
595,108000,2014.0,79999,Diesel,Renault,Clio,6
596,72000,2006.0,299999,Diesel,Citroen,C4,6
597,105000,2014.0,59999,Diesel,Fiat,Doblo,6
598,53000,2008.0,24999,Essence,Dacia,Logan,6
599,28000,2004.0,129999,Essence,Suzuki,Alto,6
600,140000,2009.0,249999,Diesel,Hyundai,H-100,6
601,239000,2012.0,139999,Diesel,Audi,A4,6
602,189000,2015.0,99999,Diesel,Ford,Kuga,8
603,184000,2013.0,159999,Diesel,Volkswagen,Touran,6
604,123000,2008.0,199999,Diesel,Volkswagen,Golf,6
605,60000,2007.0,149999,Essence,Nissan,Murano,6
606,129000,2015.0,64999,Diesel,Dacia,Duster,6
607,115000,2014.0,139999,Diesel,Dacia,Duster,6
608,47000,2009.0,159999,Essence,Hyundai,Accent,6
609,138000,2012.0,159999,Diesel,Volkswagen,GOLF 6,6
610,35000,1997.0,14999,Essence,BMW,Serie 3,6
611,65000,1991.0,189999,Diesel,Mercedes-Benz,190,8
612,41000,1992.0,39999,Diesel,Renault,19,6
613,83000,2014.0,94999,Diesel,Fiat,Punto,5
614,70000,2008.0,34999,Diesel,Volkswagen,GOLF 4,6
615,62000,2007.0,94999,Essence,Toyota,Corolla,8
616,60000,2001.0,349999,Diesel,Citroen,Xsara Picasso,8
617,83000,2011.0,299999,Diesel,Volkswagen,GOLF 4,6
618,118000,2013.0,94999,Diesel,Renault,Latitude,6
619,128000,2014.0,109999,Diesel,Dacia,Duster,6
620,38000,2004.0,129999,Essence,Daihatsu,YRV,6
621,55000,2005.0,149999,Diesel,Hyundai,Accent,6
622,108000,2012.0,149999,Diesel,Peugeot,Tepee,6
623,38000,2000.0,129999,Essence,Renault,Megane,6
624,67000,2012.0,54999,Essence,Citroen,C3,6
625,61000,2012.0,99999,Essence,Hyundai,i 10,6
626,132000,2015.0,64999,Diesel,Peugeot,308,6
627,430000,2011.0,74999,Diesel,Mercedes-Benz,Classe CLS,12
628,36000,2002.0,4999,Essence,Peugeot,406,9
629,105000,2012.0,159999,Diesel,Citroen,Berlingo,6
630,42000,1996.0,169999,Diesel,Peugeot,306,6
631,118000,2008.0,129999,Diesel,Hyundai,Santa Fe,9
632,169000,2008.0,129999,Diesel,Mercedes-Benz,Classe CLS,6
633,58000,2006.0,139999,Essence,Volkswagen,Polo,6
634,52000,2014.0,19999,Essence,Fiat,Panda,6
635,85000,2009.0,129999,Diesel,Renault,Kangoo,7
636,108000,2007.0,249999,Diesel,Toyota,RAV 4,9
637,129000,2014.0,109999,Diesel,Peugeot,208,6
638,45500,2005.0,199999,Essence,Peugeot,206,6
639,225000,2013.0,79999,Diesel,Mercedes-Benz,Classe A,7
640,66000,2008.0,169999,Diesel,Dacia,Logan,6
641,75000,2000.0,54999,Essence,Alfa Romeo,Spider,11
642,104000,2014.0,129999,Diesel,Ford,Fiesta,6
643,56000,2013.0,109999,Essence,Chevrolet,Spark,6
644,139000,2016.0,49999,Diesel,Volkswagen,Polo,6
645,95000,2009.0,119999,Diesel,Ford,Focus,6
646,100000,2016.0,49999,Diesel,Fiat,Doblo,7
647,129000,2013.0,99999,Diesel,Renault,Clio,6
648,185000,2009.0,139999,Essence,BMW,Serie 7,17
649,60000,2011.0,9999,Diesel,Peugeot,Partner,6
650,225000,2013.0,94999,Diesel,Hyundai,Santa Fe,9
651,27500,1997.0,249999,Essence,Fiat,Uno,6
652,210000,2010.0,189999,Diesel,Volkswagen,Tiguan,8
653,74000,2006.0,189999,Diesel,Citroen,Xsara Picasso,8
654,42000,2008.0,84999,Essence,Fiat,Panda,6
655,129000,2014.0,94999,Diesel,Ford,Fiesta,6
656,35000,2001.0,34999,Diesel,Fiat,Palio,6
657,40000,2007.0,19999,Diesel,Alfa Romeo,4C,6
658,114000,2006.0,179999,Diesel,BMW,Serie 5,12
659,173500,2016.0,9999,Diesel,Citroen,DS4,6
660,45000,1993.0,24999,Diesel,Renault,19,6
661,68000,2006.0,199999,Diesel,Citroen,C4,7
662,80000,2000.0,199999,Diesel,Volkswagen,Golf,6
663,27000,1996.0,249999,Essence,Fiat,Uno,5
664,59000,2009.0,79999,Essence,Land Rover,Defender,9
665,38000,2003.0,189999,Essence,Renault,Clio,6
666,37000,1991.0,139999,Diesel,Renault,19,7
667,124000,2014.0,119999,Diesel,Peugeot,Tepee,6
668,32000,2001.0,14999,Essence,Fiat,Siena,6
669,69000,2013.0,159999,Essence,Renault,Clio,7
670,195000,2013.0,89999,Diesel,Mercedes-Benz,Classe B,8
671,199000,2017.0,24999,Diesel,Fiat,500X,6
672,138000,2012.0,119999,Diesel,Ford,Focus,6
673,90000,2006.0,299999,Diesel,Audi,A6,11
674,60000,2011.0,89999,Essence,Hyundai,i 10,6
675,209000,2008.0,139999,Diesel,Mercedes-Benz,Classe C,6
676,162000,2008.0,199999,Diesel,Mercedes-Benz,Classe C,6
677,45000,2009.0,24999,Essence,Hyundai,Accent,6
678,48000,1999.0,49999,Diesel,Renault,Kangoo,6
679,100000,2011.0,39999,Diesel,Mercedes-Benz,220,6
680,49000,2004.0,249999,Diesel,Citroen,Xsara Picasso,8
681,102000,2012.0,159999,Diesel,Volkswagen,Polo,6
682,80000,2013.0,79999,Diesel,Peugeot,206+,6
683,57000,2001.0,159999,Diesel,Peugeot,Partner,6
684,50000,2009.0,179999,Essence,Peugeot,206,6
685,112000,2017.0,44999,Diesel,Dacia,Sandero,7
686,46000,2001.0,349999,Diesel,Seat,Cordoba,6
687,132000,2014.0,64999,Diesel,Peugeot,2008,6
688,53000,2001.0,4999,Diesel,Peugeot,306,6
689,130000,2016.0,69999,Diesel,Renault,Clio,6
690,165000,2015.0,94999,Diesel,Citroen,C4 Picasso,6
691,135000,2014.0,69999,Diesel,Dacia,Duster,6
692,34000,2003.0,249999,Diesel,Fiat,Uno,6
693,123000,2011.0,64999,Diesel,Mitsubishi,outlander,8
694,67000,2014.0,159999,Essence,Renault,Clio,6
695,65000,2011.0,99999,Diesel,Dacia,Logan,6
696,106000,2012.0,159999,Diesel,Volkswagen,Polo,6
697,50200,2006.0,249999,Diesel,Dacia,Logan,6
698,90000,2014.0,79999,Diesel,Citroen,C5,8
699,75000,2008.0,159999,Diesel,Citroen,C5,6
700,235000,2017.0,14999,Diesel,Renault,Kadjar,6
701,263000,2016.0,59999,Diesel,Audi,A3,7
702,188000,2015.0,19999,Diesel,Chevrolet,Captiva,9
703,319000,2012.0,99999,Diesel,Audi,Q3,8
704,80000,2006.0,249999,Diesel,Renault,Scenic,6
705,145000,2007.0,94999,Essence,Hummer,H3,17
706,219000,2009.0,119999,Diesel,Mercedes-Benz,Vito,9
707,78000,2010.0,139999,Diesel,Mitsubishi,lancer,6
708,129000,2012.0,69999,Diesel,Mercedes-Benz,Classe A,6
709,90000,2008.0,249999,Diesel,Peugeot,308,6
710,146000,2007.0,299999,Diesel,Mercedes-Benz,220,6
711,335000,2014.0,64999,Diesel,Land Rover,Range Rover Evoque,9
712,52500,2010.0,139999,Essence,Hyundai,i 10,6
713,57000,2012.0,94999,Essence,Hyundai,i 10,6
714,62000,2002.0,299999,Diesel,Renault,Megane,7
715,470000,2017.0,34999,Diesel,BMW,X4,9
716,39000,2005.0,249999,Diesel,Peugeot,Partner,6
717,78000,2007.0,139999,Diesel,Mitsubishi,pajero,11
718,260000,2012.0,109999,Diesel,BMW,Serie 5,8
719,23000,2010.0,4999,Essence,Renault,19,6
720,68000,2009.0,119999,Essence,Volkswagen,Polo,7
721,99000,2015.0,44999,Diesel,Hyundai,i 20,6
722,165000,2015.0,14999,Diesel,Renault,CAPTUR,6
723,105000,2013.0,129999,Diesel,Peugeot,308,7
724,64000,2009.0,179999,Diesel,Citroen,Berlingo,6
725,115000,2015.0,109999,Diesel,Peugeot,208,6
726,79000,2010.0,149999,Diesel,Ssangyong,Rexton,11
727,56000,2011.0,89999,Essence,Hyundai,i 10,6
728,245000,2013.0,99999,Diesel,Mercedes-Benz,Classe A,6
729,140000,2014.0,94999,Diesel,Chevrolet,Cruze,8
730,120000,2012.0,119999,Diesel,Dacia,Duster,6
731,95000,2010.0,169999,Essence,Mazda,CX-9,6
732,68000,2015.0,99999,Essence,Hyundai,i 10,6
733,77000,2011.0,129999,Diesel,Dacia,Sandero,7
734,90000,2006.0,249999,Diesel,Volkswagen,Jetta,8
735,185400,2016.0,54999,Diesel,Citroen,DS4,6
736,65000,2013.0,99999,Essence,Renault,Clio,7
737,32000,2001.0,189999,Essence,Renault,Clio,8
738,70000,2007.0,249999,Essence,Mazda,CX-9,6
739,72000,2006.0,44999,Diesel,Peugeot,307,6
740,92000,2006.0,249999,Diesel,Volkswagen,GOLF 5,6
741,50000,2009.0,159999,Essence,Hyundai,i 10,6
742,163000,2010.0,109999,Essence,Mercedes-Benz,Classe E,17
743,47000,2002.0,14999,Essence,Renault,Clio,6
744,85000,2003.0,249999,Diesel,Hyundai,Santa Fe,6
745,53000,2007.0,129999,Essence,Opel,Corsa,6
746,87000,2002.0,299999,Diesel,Volkswagen,Passat,6
747,132000,2012.0,94999,Diesel,Ford,Focus,6
748,33000,1998.0,179999,Essence,Toyota,Tercel,6
749,77000,2001.0,189999,Diesel,Volkswagen,GOLF 4,8
750,98000,2003.0,249999,Diesel,Audi,A3,8
751,170000,2012.0,44999,Diesel,Honda,CR-V,6
752,25000,1995.0,79999,Essence,Seat,Ibiza,6
753,48000,2003.0,199999,Essence,Renault,Clio,6
754,110000,2011.0,179999,Diesel,Ford,Focus,6
755,240000,2010.0,84999,Diesel,Mercedes-Benz,Classe E,6
756,800000,2014.0,129999,Diesel,Land Rover,Range Rover,12
757,168000,2010.0,199999,Diesel,Mercedes-Benz,220,6
758,259000,2016.0,14999,Diesel,Ford,Fusion,8
759,219000,2010.0,129999,Diesel,Audi,Q7,12
760,103000,2010.0,149999,Diesel,Renault,Kangoo,7
761,110000,2011.0,149999,Diesel,Ford,Focus,6
762,29000,1997.0,179999,Essence,Audi,other,9
763,32000,2004.0,44999,Essence,Honda,Vigor,6
764,145000,2008.0,109999,Diesel,BMW,Serie 3,8
765,75000,2014.0,119999,Diesel,Dacia,Sandero,6
766,57000,2010.0,19999,Diesel,Dacia,Logan,6
767,48000,2008.0,14999,Essence,Kia,Picanto,6
768,168000,2012.0,79999,Diesel,Mercedes-Benz,Classe B,6
769,37000,2011.0,29999,Essence,mini,cabrio,6
770,22000,1999.0,49999,Essence,Daewoo,Lanos,6
771,125000,2016.0,64999,Diesel,Hyundai,Accent,6
772,58000,2012.0,14999,Diesel,Citroen,Berlingo,6
773,29500,2000.0,149999,Essence,Daewoo,Lanos,9
774,55000,2007.0,19999,Diesel,Renault,Kangoo,6
775,195000,2016.0,49999,Diesel,Kia,Sportage,8
776,150000,2008.0,149999,Diesel,Hyundai,Santa Fe,6
777,40000,2004.0,249999,Essence,Opel,Vectra,13
778,48000,2008.0,159999,Diesel,Dacia,Logan,7
779,39000,1998.0,29999,Diesel,Peugeot,205,7
780,72000,1999.0,94999,Diesel,BMW,other,8
781,89000,2008.0,94999,Essence,Nissan,Qashqai,11
782,42000,2005.0,149999,Essence,Peugeot,407,11
783,117000,2009.0,169999,Diesel,Citroen,C5,8
784,37000,2005.0,139999,Essence,Fiat,Palio,6
785,52000,2006.0,24999,Diesel,Peugeot,Partner,7
786,205000,2013.0,179999,Diesel,Mercedes-Benz,Classe C,6
787,72000,2014.0,139999,Essence,Hyundai,i 10,6
788,330000,2016.0,24999,Diesel,Jeep,Grand Cherokee,6
789,139000,2012.0,129999,Diesel,Volvo,S60,8
790,125000,2016.0,29999,Diesel,Peugeot,Tepee,6
791,299000,2015.0,39999,Diesel,Mercedes-Benz,Classe E,9
792,94000,2008.0,199999,Diesel,Toyota,Corolla,5
793,105000,2008.0,159999,Diesel,Volkswagen,GOLF 5,6
794,100000,1996.0,49999,Diesel,Ford,Transit,6
795,74000,2012.0,109999,Essence,Renault,Clio,7
796,189000,2011.0,139999,Diesel,Jaguar,XF,6
797,108000,2012.0,189999,Diesel,Peugeot,Tepee,6
798,105000,2008.0,69999,Essence,Honda,CR-V,6
799,66000,2005.0,249999,Diesel,Renault,Megane,6
800,125000,2013.0,84999,Diesel,Renault,Clio,6
801,85000,2013.0,109999,Diesel,Dacia,Dokker,6
802,120000,2013.0,109999,Diesel,Dacia,Duster,6
803,250000,2012.0,129999,Diesel,Mitsubishi,outlander,6
804,78000,2013.0,109999,Diesel,Dacia,Dokker,6
805,60000,2006.0,249999,Diesel,Kia,Carens,6
806,135000,2010.0,179999,Essence,Audi,A4,6
807,25000,2000.0,9999,Essence,Renault,19,6
808,53000,2001.0,4999,Diesel,Peugeot,306,6
809,50000,2009.0,24999,Essence,Hyundai,i 10,6
810,90000,2001.0,34999,Diesel,Ford,Transit,6
811,155000,2012.0,119999,Essence,BMW,Serie 1,8
812,190000,2009.0,109999,Diesel,Toyota,Prado,11
813,175000,2007.0,249999,Diesel,BMW,X5,11
814,85000,2005.0,109999,Essence,Mercedes-Benz,Classe B,8
815,79000,2007.0,179999,Diesel,Ford,Mondeo,6
816,126000,2015.0,109999,Diesel,Peugeot,308,6
817,190000,2016.0,34999,Diesel,Skoda,Yeti,6
818,128500,2016.0,24999,Diesel,Peugeot,208,6
819,143000,2015.0,89999,Diesel,Renault,Megane,6
820,24000,2008.0,109999,Essence,Chery,QQ,6
821,43000,1994.0,4999,Diesel,Renault,Clio,6
822,85000,2008.0,169999,Essence,Volkswagen,Passat,11
823,59000,2011.0,109999,Essence,Peugeot,206,6
824,180000,2010.0,119999,Diesel,BMW,Serie 3,6
825,43000,2005.0,299999,Essence,Renault,Clio,6
826,80000,2004.0,249999,Diesel,Volkswagen,Passat,6
827,129000,2013.0,169999,Diesel,Toyota,Avensis,8
828,76000,2013.0,39999,Essence,Hyundai,i 10,6
829,97000,2006.0,199999,Diesel,BMW,X5,11
830,23000,1997.0,249999,Essence,Fiat,Uno,6
831,87000,2010.0,159999,Diesel,Citroen,C4,6
832,75000,1992.0,189999,Diesel,Mercedes-Benz,Classe S,6
833,86000,2012.0,84999,Diesel,Peugeot,206+,6
834,36000,1997.0,299999,Diesel,Renault,Laguna,6
835,142000,2010.0,119999,Diesel,Mercedes-Benz,Classe B,8
836,57000,2011.0,119999,Essence,Hyundai,i 10,6
837,113000,2005.0,189999,Diesel,BMW,Serie 3,6
838,50000,2003.0,14999,Diesel,Kia,Carens,8
839,97000,2008.0,149999,Diesel,Toyota,VERSO,6
840,100000,2004.0,39999,Essence,Chrysler,300M,6
841,38000,1998.0,159999,Diesel,Volkswagen,Polo,8
842,112000,2014.0,99999,Diesel,Peugeot,208,6
843,108000,2013.0,109999,Diesel,Peugeot,308,6
844,32000,2001.0,189999,Essence,Fiat,Siena,7
845,66000,2013.0,69999,Essence,Peugeot,206,6
846,31000,1999.0,199999,Essence,Fiat,Palio,6
847,320000,2013.0,94999,Diesel,BMW,Serie 5,8
848,57000,2004.0,139999,Diesel,Renault,Kangoo,6
849,85000,2008.0,179999,Diesel,Kia,Sportage,8
850,45000,1998.0,149999,Diesel,BMW,Serie 5,6
851,45000,2006.0,139999,Essence,Renault,Laguna,6
852,89000,2010.0,149999,Diesel,Alfa Romeo,147,8
853,135000,2008.0,159999,Diesel,Toyota,RAV 4,9
854,125000,2016.0,74999,Diesel,Renault,Clio,6
855,59000,2012.0,99999,Diesel,Peugeot,Bipper,6
856,55000,1999.0,249999,Diesel,Hyundai,GALLOPER,10
857,179000,2009.0,249999,Diesel,Mercedes-Benz,Classe E,12
858,200000,2013.0,119999,Diesel,Volkswagen,Caddy,6
859,125000,2011.0,109999,Diesel,Ford,Focus,6
860,224000,2011.0,189999,Diesel,BMW,X3,6
861,530000,2014.0,54999,Diesel,Maserati,other,12
862,85000,2001.0,129999,Diesel,Mercedes-Benz,Classe S,12
863,175000,2006.0,159999,Diesel,Land Rover,Range Rover Sport,12
864,100000,2011.0,139999,Diesel,Chevrolet,Cruze,6
865,175000,2008.0,129999,Diesel,Volkswagen,Tiguan,6
866,112000,2011.0,169999,Diesel,Opel,Insignia,6
867,32000,2002.0,179999,Essence,Honda,Accord,11
868,99000,2010.0,139999,Diesel,Mazda,PREMACY,9
869,160000,2007.0,79999,Essence,BMW,CABRIOLET,17
870,69000,2014.0,89999,Essence,Hyundai,i 10,6
871,78000,2006.0,179999,Diesel,Hyundai,Tucson,8
872,177000,2014.0,119999,Diesel,Ford,Kuga,8
873,145000,2006.0,249999,Essence,Mercedes-Benz,Classe S,6
874,69000,2007.0,189999,Essence,Honda,Civic,6
875,420000,2012.0,74999,Diesel,BMW,X5,6
876,52000,2011.0,99999,Essence,Suzuki,Celerio,6
877,23000,2002.0,84999,Diesel,Fiat,Uno,6
878,67000,2008.0,179999,Diesel,Dacia,Logan,6
879,95000,2002.0,139999,Diesel,Audi,Allroad,10
880,26000,2000.0,169999,Essence,Daewoo,other,11
881,135000,2014.0,14999,Diesel,Volkswagen,Caddy,6
882,90000,2008.0,159999,Diesel,Hyundai,Tucson,6
883,51000,2003.0,249999,Essence,Peugeot,307,6
884,79000,2011.0,139999,Essence,Mazda,5,8
885,182000,2016.0,29999,Diesel,Renault,Megane,6
886,80000,2009.0,129999,Essence,Ford,Mondeo,6
887,76000,2003.0,199999,Diesel,Volkswagen,Passat,8
888,570000,2017.0,14999,Diesel,BMW,Serie 5,12
889,110000,2007.0,169999,Diesel,BMW,Serie 3,8
890,118000,2013.0,64999,Diesel,Renault,Clio,6
891,152000,2013.0,109999,Diesel,Mitsubishi,L200,6
892,250000,2015.0,99999,Diesel,Volkswagen,Tiguan,6
893,110000,2011.0,119999,Diesel,Hyundai,Accent,6
894,75000,2013.0,159999,Essence,Renault,Clio,7
895,52000,2004.0,179999,Essence,Honda,Accord,6
896,700000,2010.0,74999,Diesel,Dacia,Logan,6
897,49000,2011.0,99999,Essence,Suzuki,Celerio,6
898,99000,2001.0,29999,Diesel,Toyota,Hilux,6
899,140000,2014.0,74999,Diesel,Citroen,C4,6
900,85000,2014.0,89999,Diesel,Fiat,Doblo,5
901,120000,2011.0,199999,Diesel,Volkswagen,GOLF 5,8
902,88000,2010.0,119999,Diesel,Ford,Fiesta,6
903,113000,2011.0,129999,Diesel,Renault,Megane,6
904,64000,2012.0,119999,Essence,Hyundai,i 10,6
905,91000,2015.0,99999,Diesel,Fiat,Doblo,6
906,78000,2010.0,59999,Essence,Alfa Romeo,159,11
907,90000,2002.0,139999,Diesel,Toyota,Land Cruiser,17
908,219000,2011.0,189999,Diesel,BMW,Serie 5,6
909,99000,2015.0,64999,Essence,Fiat,500,6
910,85000,2009.0,159999,Diesel,Renault,Megane,6
911,52000,2011.0,34999,Essence,Dacia,Logan,6
912,103000,2010.0,159999,Diesel,Dodge,Caliber,8
913,44000,2003.0,139999,Essence,Honda,Jazz,6
914,102000,2007.0,109999,Diesel,Volkswagen,GOLF 5,6
915,102000,2007.0,109999,Diesel,Volkswagen,GOLF 5,6
916,59000,1997.0,249999,Diesel,BMW,M5,6
917,58000,2006.0,4999,Diesel,Renault,Clio,6
918,75000,2005.0,299999,Diesel,BMW,Serie 7,6
919,103000,2014.0,109999,Diesel,Fiat,Bravo,6
920,145000,2015.0,69999,Diesel,Ford,Focus,6
921,69000,2007.0,129999,Diesel,Ssangyong,Kyron,8
922,105000,2006.0,129999,Diesel,Hyundai,Santa Fe,10
923,110000,2005.0,139999,Diesel,Mercedes-Benz,Classe E,11
924,87000,2005.0,249999,Diesel,Volkswagen,GOLF 5,6
925,145000,2015.0,79999,Diesel,Peugeot,308,6
926,140000,2014.0,79999,Diesel,Peugeot,2008,6
927,32000,1999.0,119999,Essence,Renault,Twingo,6
928,32000,1993.0,74999,Diesel,Citroen,C15,6
929,40000,2008.0,169999,Essence,Toyota,Aygo,6
930,125000,2010.0,49999,Essence,Volkswagen,Tiguan,11
931,128000,2013.0,39999,Diesel,Fiat,500,5
932,88000,2010.0,169999,Diesel,Renault,Kangoo,6
