,price,production_year,mileage,fuel_type,mark,model,fiscal_power
4003,48000,2006.0,149999,Essence,Kia,Picanto,6
4004,29000,1996.0,34999,Diesel,Fiat,Uno,6
4005,92000,2010.0,149999,Diesel,Autres,Autres,6
4006,51000,2006.0,9999,Diesel,Peugeot,Partner,6
4007,29000,1993.0,169999,Essence,Renault,Safrane,6
4008,69000,2013.0,149999,Diesel,Dacia,Logan,6
4009,26000,1996.0,179999,Diesel,Toyota,Corolla,8
4010,25000,1998.0,179999,Diesel,Citroen,C15,6
4011,47000,2007.0,109999,Essence,Dacia,Logan,6
4012,56000,2001.0,4999,Diesel,Renault,Laguna,6
4013,85000,2013.0,79999,Diesel,Dacia,Sandero,6
4014,168000,2008.0,249999,Diesel,Mercedes-Benz,220,8
4015,53000,2001.0,119999,Diesel,Volkswagen,Passat,6
4016,65000,2007.0,14999,Diesel,Peugeot,206,6
4017,52000,2013.0,119999,Essence,Toyota,Aygo,6
4018,110000,2013.0,64999,Essence,Honda,Civic,8
4019,100000,2004.0,9999,Diesel,Volkswagen,Passat,6
4020,187000,2016.0,49999,Diesel,Alfa Romeo,Giulietta,8
4021,78000,2011.0,9999,Essence,Renault,Clio,11
4022,49500,2004.0,34999,Diesel,Peugeot,Partner,6
4023,48000,2009.0,14999,Essence,Hyundai,i 10,6
4024,52000,2009.0,54999,Essence,Daihatsu,Sirion,6
4025,66000,2011.0,149999,Essence,Fiat,Bravo,6
4026,103000,2013.0,99999,Diesel,Ford,Fiesta,6
4027,40000,2008.0,4999,Essence,Kia,Picanto,6
4028,70000,2009.0,139999,Diesel,Peugeot,Partner,6
4029,83000,2001.0,4999,Diesel,Volkswagen,Passat,6
4030,55000,2007.0,4999,Diesel,Kia,Cerato,6
4031,39000,2003.0,159999,Essence,Opel,Tigra,6
4032,63000,2004.0,44999,Diesel,Volkswagen,GOLF 4,6
4033,248000,2014.0,84999,Diesel,Audi,A4,8
4034,48000,2007.0,4999,Diesel,Peugeot,Partner,6
4035,187000,2016.0,29999,Diesel,Volkswagen,GOLF 7,6
4036,73000,2004.0,4999,Diesel,Volkswagen,Bora,8
4037,69000,2005.0,149999,Diesel,Volkswagen,Polo,6
4038,142000,2014.0,109999,Diesel,Hyundai,i 30,6
4039,130000,2016.0,59999,Diesel,Renault,Clio,6
4040,100000,2011.0,189999,Diesel,Opel,Insignia,6
4041,42000,2000.0,249999,Diesel,Fiat,Palio,6
4042,80000,2004.0,199999,Essence,BMW,X5,6
4043,79000,2010.0,199999,Diesel,Renault,Kangoo,6
4044,30000,1997.0,84999,Essence,Toyota,Tercel,7
4045,96000,2013.0,24999,Diesel,Renault,Kangoo,6
4046,82000,2008.0,89999,Essence,Nissan,Qashqai,11
4047,85000,2001.0,249999,Diesel,Volkswagen,GOLF 4,6
4048,95000,2007.0,129999,Diesel,Renault,Megane,6
4049,240500,2012.0,99999,Diesel,Audi,A5,6
4050,109000,2016.0,64999,Diesel,Dacia,Logan,6
4051,97000,2012.0,84999,Diesel,Ford,Fiesta,6
4052,97000,2012.0,84999,Diesel,Ford,Fiesta,6
4053,35000,2007.0,109999,Essence,Suzuki,Alto,6
4054,290000,2012.0,34999,Diesel,Land Rover,Range Rover Evoque,6
4055,145000,2011.0,129999,Diesel,Hyundai,ix 35,6
4056,125000,2008.0,169999,Diesel,Audi,A4,6
4057,84000,2009.0,169999,Diesel,Dodge,Caliber,8
4058,52000,1995.0,84999,Diesel,Renault,19,6
4059,80000,2011.0,99999,Essence,Ford,Fiesta,6
4060,34000,1993.0,29999,Diesel,Peugeot,404,6
4061,192000,2015.0,59999,Diesel,Ford,Focus,8
4062,115000,2012.0,129999,Diesel,Citroen,C4,6
4063,55000,2001.0,49999,Diesel,Renault,Kangoo,6
4064,125000,2012.0,199999,Diesel,Volkswagen,Touran,8
4065,45000,2002.0,199999,Diesel,Fiat,Siena,6
4066,65000,2013.0,109999,Diesel,Ford,Fiesta,6
4067,173000,2015.0,64999,Diesel,Peugeot,508,8
4068,125000,2018.0,4999,Diesel,Fiat,Punto,5
4069,61000,2011.0,129999,Essence,Hyundai,i 10,6
4070,103000,2006.0,199999,Diesel,Audi,A3,8
4071,135000,2008.0,129999,Diesel,Volkswagen,Touareg,12
4072,78000,2010.0,349999,Diesel,Renault,Kangoo,6
4073,125000,2012.0,109999,Diesel,Suzuki,Grand Vitara,6
4074,33000,1998.0,129999,Essence,Fiat,Uno,6
4075,47000,1998.0,159999,Diesel,Volkswagen,GOLF 2,6
4076,149000,2016.0,49999,Diesel,Toyota,Corolla,5
4077,55000,2011.0,139999,Essence,Hyundai,i 10,6
4078,75000,2012.0,24999,Essence,Peugeot,207,6
4079,70000,2007.0,249999,Diesel,Land Rover,Range Rover,6
4080,117000,2014.0,139999,Diesel,Dacia,Duster,6
4081,115000,2007.0,79999,Diesel,Audi,A3,6
4082,19000,2007.0,54999,Essence,Suzuki,Maruti,6
4083,33000,1994.0,179999,Diesel,Renault,R21,6
4084,142000,2013.0,74999,Diesel,Alfa Romeo,Giulietta,6
4085,160000,2015.0,44999,Diesel,Peugeot,308,6
4086,360000,2017.0,9999,Diesel,Mercedes-Benz,220,6
4087,50000,1998.0,69999,Essence,Peugeot,306,6
4088,50000,1998.0,149999,Essence,Peugeot,306,6
4089,60000,1994.0,74999,Diesel,Renault,19,6
4090,52000,2003.0,149999,Diesel,Toyota,Corolla,6
4091,75000,2006.0,129999,Diesel,Peugeot,407,6
4092,50000,2009.0,84999,Essence,Hyundai,i 10,6
4093,52000,2009.0,99999,Essence,Hyundai,i 10,6
4094,54000,2009.0,139999,Essence,Fiat,Punto,6
4095,68000,1996.0,4999,Diesel,Mercedes-Benz,Classe C,6
4096,45000,2007.0,89999,Essence,Dacia,Logan,6
4097,70000,2007.0,34999,Essence,Fiat,Linea,8
4098,43000,2001.0,99999,Diesel,Seat,Cordoba,6
4099,32000,1991.0,54999,Diesel,Renault,19,6
4100,40000,1997.0,34999,Diesel,Volkswagen,GOLF 2,6
4101,42000,2010.0,129999,Essence,Suzuki,Celerio,6
4102,89000,2014.0,84999,Diesel,Dacia,Dokker,6
4103,45000,1999.0,9999,Diesel,Peugeot,205,6
4104,53000,2003.0,84999,Diesel,Audi,A3,6
4105,135000,2008.0,149999,Diesel,Volkswagen,Touareg,6
4106,63000,2004.0,29999,Diesel,Peugeot,Partner,6
4107,68000,2006.0,199999,Diesel,Citroen,C4,6
4108,90000,2014.0,29999,Essence,Citroen,Berlingo,6
4109,130700,2014.0,14999,Diesel,Volkswagen,Caddy,6
4110,79000,2011.0,109999,Essence,Suzuki,Grand Vitara,6
4111,40000,2005.0,109999,Essence,Peugeot,307,5
4112,110000,2016.0,9999,Diesel,Renault,Clio,6
4113,9500,2012.0,9999,Essence,Autres,Autres,6
4114,118000,2013.0,129999,Diesel,Citroen,C4,6
4115,95000,2013.0,4999,Diesel,Renault,Kangoo,7
4116,85000,2000.0,4999,Diesel,Volkswagen,GOLF 4,8
4117,83000,2011.0,179999,Diesel,Ford,Fiesta,6
4118,39000,2003.0,139999,Essence,Alfa Romeo,156,6
4119,80000,1993.0,349999,Diesel,Mercedes-Benz,190,6
4120,225000,2013.0,109999,Diesel,Volkswagen,GOLF 7,6
4121,82000,2005.0,139999,Diesel,Toyota,Avensis,10
4122,58000,2002.0,199999,Diesel,Renault,Laguna,6
4123,37000,2003.0,199999,Diesel,Fiat,Uno,6
4124,99000,2014.0,49999,Essence,Volkswagen,Polo,6
4125,109000,2007.0,249999,Diesel,Volkswagen,GOLF 5,6
4126,42000,2002.0,4999,Diesel,Citroen,XSARA,7
4127,115000,2007.0,24999,Diesel,Audi,A3,6
4128,72000,2012.0,49999,Diesel,Peugeot,Bipper,6
4129,46000,2009.0,179999,Essence,Ford,Fiesta,6
4130,88000,2006.0,74999,Diesel,Seat,Leon,6
4131,104000,2003.0,199999,Diesel,Mercedes-Benz,220,6
4132,108000,1998.0,19999,Diesel,Ford,Transit,6
4133,39000,1998.0,199999,Diesel,Peugeot,406,6
4134,50000,2007.0,189999,Essence,Kia,Picanto,6
4135,195000,2017.0,39999,Diesel,Hyundai,CRETA,6
4136,245000,2014.0,84999,Diesel,BMW,Serie 3,6
4137,59000,2008.0,109999,Essence,Peugeot,207,6
4138,53000,2001.0,4999,Diesel,Citroen,Berlingo,6
4139,50000,2010.0,139999,Essence,Kia,Picanto,6
4140,62000,2013.0,84999,Essence,Hyundai,i 10,6
4141,120000,2012.0,89999,Diesel,Dacia,Duster,6
4142,25000,1999.0,34999,Diesel,Fiat,Uno,7
4143,82000,1999.0,24999,Diesel,Mercedes-Benz,220,9
4144,110000,2012.0,109999,Diesel,Toyota,Hilux,6
4145,90000,2008.0,139999,Diesel,Ford,Focus,6
4146,102000,2006.0,199999,Diesel,Volkswagen,Passat,8
4147,60000,2000.0,9999,Essence,Toyota,PASEO,6
4148,65000,1991.0,49999,Diesel,Mercedes-Benz,190,6
4149,59000,2006.0,199999,Diesel,Peugeot,Partner,6
4150,62000,2012.0,14999,Essence,Hyundai,i 10,6
4151,75000,2003.0,249999,Diesel,Volkswagen,Passat,6
4152,90000,2013.0,129999,Diesel,Renault,Kangoo,6
4153,120000,2007.0,249999,Diesel,Hyundai,Santa Fe,6
4154,115000,2011.0,169999,Diesel,Citroen,C5,6
4155,70000,1999.0,39999,Diesel,Volkswagen,GOLF 4,8
4156,30000,1992.0,299999,Essence,Renault,SUPER 5,6
4157,67000,2006.0,199999,Diesel,Citroen,C4,6
4158,21000,2011.0,159999,Diesel,Volkswagen,Touareg,6
4159,57000,2010.0,129999,Essence,Kia,Picanto,6
4160,280000,2013.0,84999,Diesel,Mercedes-Benz,Classe A,6
4161,29000,2004.0,299999,Essence,lancia,Ypsilon,6
4162,50000,2010.0,99999,Essence,Nissan,Micra,6
4163,120000,2015.0,54999,Diesel,Seat,Ibiza,6
4164,37000,2002.0,24999,Essence,Renault,Megane,6
4165,64000,1995.0,34999,Diesel,Changhe,Ideal,6
4166,135000,2009.0,249999,Diesel,Volkswagen,GOLF 6,8
4167,82000,2014.0,84999,Essence,Ford,Fiesta,6
4168,30000,2018.0,4999,Essence,Peugeot,505,10
4169,65000,2010.0,74999,Essence,Suzuki,Swift,6
4170,60000,2004.0,4999,Diesel,Opel,Astra,6
4171,60000,2003.0,99999,Essence,Volkswagen,GOLF 4,8
4172,55000,2001.0,49999,Diesel,Peugeot,306,7
4173,65000,2006.0,129999,Diesel,Renault,Kangoo,6
4174,40000,1996.0,4999,Diesel,Renault,Laguna,6
4175,77000,2008.0,199999,Diesel,Kia,Sorento,10
4176,176000,2008.0,139999,Diesel,Audi,Q7,6
4177,80000,2009.0,249999,Diesel,Mercedes-Benz,270,6
4178,100000,2016.0,54999,Diesel,Nissan,Qashqai,6
4179,39000,1999.0,159999,Diesel,Fiat,Siena,6
4180,127000,2012.0,149999,Diesel,Ford,Focus,6
4181,85000,2004.0,14999,Diesel,Volkswagen,GOLF 5,8
4182,119000,2012.0,109999,Diesel,Toyota,Corolla,6
4183,65000,2008.0,149999,Essence,Peugeot,308,6
4184,60000,2007.0,179999,Diesel,Dacia,Logan,6
4185,48000,2008.0,89999,Essence,Peugeot,206,7
4186,160000,2013.0,179999,Diesel,Ford,Transit,6
4187,78000,2009.0,299999,Diesel,Citroen,C4,6
4188,35000,2006.0,159999,Essence,Fiat,Palio,6
4189,65000,2006.0,199999,Diesel,Alfa Romeo,156,6
4190,75000,2005.0,249999,Diesel,Renault,Scenic,6
4191,173000,2014.0,159999,Diesel,Volkswagen,Touran,6
4192,49000,2004.0,179999,Diesel,Kia,Carens,6
4193,37000,1996.0,199999,Diesel,Renault,Clio,6
4194,40000,2005.0,249999,Essence,Renault,Clio,6
4195,38000,2003.0,29999,Diesel,Fiat,Palio,6
4196,52000,1992.0,34999,Diesel,Peugeot,405,7
4197,112000,2011.0,139999,Diesel,Hyundai,i 30,6
4198,140000,2009.0,169999,Diesel,BMW,Serie 3,6
4199,55000,2007.0,249999,Diesel,Citroen,Berlingo,6
4200,30000,2000.0,4999,Essence,Fiat,Palio,6
4201,73000,1998.0,349999,Diesel,Citroen,Berlingo,6
4202,99000,2012.0,109999,Diesel,Renault,Kangoo,6
4203,65000,2005.0,199999,Diesel,Citroen,C4,6
4204,49000,2007.0,109999,Essence,Fiat,Panda,6
4205,83000,2008.0,189999,Diesel,Toyota,Auris,6
4206,88000,2004.0,179999,Diesel,Toyota,RAV 4,8
4207,40000,2005.0,109999,Essence,Hyundai,Atos,6
4208,97000,2011.0,99999,Diesel,Renault,Kangoo,6
4209,36000,2002.0,249999,Essence,Fiat,Palio,6
4210,175000,2013.0,129999,Diesel,Volkswagen,GOLF 7,6
4211,80000,2007.0,24999,Diesel,Renault,Megane,6
4212,50000,2014.0,159999,Diesel,Citroen,XSARA,6
4213,46000,2008.0,249999,Essence,Ford,Fiesta,6
4214,95000,2010.0,14999,Diesel,Citroen,other,6
4215,55000,2007.0,119999,Essence,Honda,Jazz,6
4216,52000,2012.0,34999,Essence,Suzuki,Celerio,6
4217,78000,2010.0,249999,Diesel,Renault,Kangoo,6
4218,129000,2011.0,94999,Diesel,Opel,Astra,6
4219,67000,2012.0,89999,Essence,Hyundai,i 10,6
4220,52000,1998.0,94999,Diesel,Renault,Laguna,6
4221,63000,2010.0,139999,Essence,Dacia,Logan,6
4222,55000,2007.0,109999,Essence,Kia,Picanto,6
4223,46000,2003.0,29999,Diesel,Mercedes-Benz,270,6
4224,123000,2014.0,74999,Diesel,Peugeot,508,6
4225,64000,2004.0,249999,Diesel,Renault,Megane,6
4226,75000,2006.0,119999,Diesel,Mercedes-Benz,190,6
4227,135000,2014.0,139999,Diesel,Opel,Insignia,8
4228,55000,2010.0,109999,Essence,Chery,Tiggo,6
4229,70000,2013.0,19999,Essence,Citroen,C-Elysée,7
4230,98000,2011.0,139999,Diesel,Honda,Civic,6
4231,50000,2006.0,179999,Diesel,Kia,Carens,6
4232,33000,1997.0,299999,Diesel,Fiat,Uno,6
4233,155000,2013.0,109999,Diesel,Ford,C-Max,6
4234,33000,1997.0,139999,Essence,Toyota,Tercel,6
4235,46000,1993.0,19999,Diesel,Peugeot,205,6
4236,140000,2010.0,199999,Diesel,Volkswagen,Caddy,6
4237,44000,2000.0,299999,Essence,Renault,Clio,6
4238,42000,2004.0,249999,Diesel,Citroen,XSARA,6
4239,42000,2003.0,249999,Diesel,Volkswagen,GOLF 3,6
4240,99000,2011.0,169999,Diesel,Volvo,C30,6
4241,38000,1998.0,249999,Diesel,Rover,Serie 400,6
4242,63000,2005.0,129999,Diesel,Renault,Megane,6
4243,45000,2002.0,24999,Essence,Toyota,RAV 4,6
4244,68000,2005.0,249999,Diesel,Renault,Megane,6
4245,39000,1997.0,249999,Diesel,Citroen,C15,6
4246,35000,1998.0,34999,Essence,Mitsubishi,lancer,6
4247,34000,2003.0,299999,Diesel,Fiat,Palio,6
4248,200000,2017.0,9999,Diesel,Nissan,Juke,6
4249,129000,2014.0,79999,Diesel,Ford,Focus,6
4250,84000,2015.0,74999,Diesel,Fiat,GRANDE PUNTO,6
4251,55000,2008.0,189999,Essence,Kia,Picanto,6
4252,54000,2003.0,109999,Essence,Honda,Jazz,6
4253,52000,2000.0,139999,Essence,Hyundai,Coupe,6
4254,44000,1997.0,39999,Diesel,Peugeot,205,6
4255,200000,2015.0,69999,Diesel,Mercedes-Benz,Classe C,6
4256,62000,2010.0,249999,Diesel,Dacia,Logan,6
4257,79000,2012.0,99999,Diesel,Peugeot,206,6
4258,83000,2013.0,109999,Diesel,Fiat,GRANDE PUNTO,6
4259,114000,2013.0,129999,Diesel,Seat,Leon,6
4260,60000,2005.0,129999,Essence,Honda,Civic,6
4261,66000,2008.0,129999,Essence,Volkswagen,Polo,7
4262,131000,2006.0,189999,Diesel,Mercedes-Benz,Classe C,6
4263,87000,2013.0,84999,Diesel,Dacia,Dokker,6
4264,38000,1996.0,179999,Diesel,Fiat,Uno,6
4265,140000,2016.0,24999,Diesel,Ford,Fiesta,6
4266,25000,1994.0,29999,Essence,Renault,EXPRESS,6
4267,69000,2005.0,199999,Diesel,Peugeot,407,8
4268,19000,1997.0,4999,Essence,Fiat,Uno,6
4269,57000,2002.0,14999,Diesel,Peugeot,306,6
4270,35000,2005.0,4999,Diesel,Volkswagen,Gol,6
4271,88000,2006.0,169999,Diesel,Hyundai,Tucson,8
4272,105000,2014.0,139999,Diesel,Dacia,Dokker,6
4273,12000,1994.0,9999,Diesel,BMW,CABRIOLET,6
4274,30000,1996.0,49999,Diesel,Fiat,Uno,6
4275,66000,2013.0,94999,Essence,Renault,Clio,6
4276,195000,2014.0,84999,Diesel,Ford,Kuga,10
4277,40000,1999.0,29999,Essence,Honda,Civic,6
4278,220000,2011.0,299999,Diesel,Mercedes-Benz,Sprinter,6
4279,95000,2012.0,109999,Diesel,Volkswagen,Polo,5
4280,51500,2007.0,199999,Diesel,Dacia,Logan,6
4281,50000,1994.0,109999,Diesel,Renault,19,7
4282,62000,2012.0,94999,Essence,Peugeot,206,6
4283,52000,1996.0,14999,Diesel,Renault,EXPRESS,6
4284,57000,2004.0,179999,Diesel,Citroen,C3,6
4285,35000,2000.0,9999,Essence,Fiat,Siena,6
4286,68000,1999.0,349999,Diesel,Volkswagen,GOLF 4,6
4287,79000,2011.0,159999,Diesel,Peugeot,206,6
4288,119000,2011.0,169999,Diesel,Peugeot,508,6
4289,48000,1991.0,24999,Diesel,Peugeot,405,7
4290,95000,2015.0,34999,Essence,Toyota,Yaris,6
4291,58000,2010.0,139999,Essence,Opel,Corsa,6
4292,25000,1995.0,299999,Diesel,Fiat,Uno,6
4293,41000,2000.0,29999,Diesel,Fiat,Palio,6
4294,50000,2007.0,19999,Essence,Renault,Clio,6
4295,57000,2012.0,189999,Diesel,Dacia,Logan,6
4296,72000,2010.0,119999,Diesel,Fiat,Punto,6
4297,125000,2005.0,19999,Diesel,Mercedes-Benz,220,9
4298,58000,2002.0,29999,Diesel,Peugeot,306,6
4299,205000,2015.0,74999,Diesel,Toyota,Hilux,6
4300,75000,2004.0,29999,Diesel,Renault,Kangoo,6
4301,92000,2014.0,74999,Diesel,Dacia,Logan,6
4302,100000,2005.0,84999,Diesel,Volkswagen,Passat,8
4303,66000,2012.0,79999,Essence,Kia,Picanto,6
4304,115000,2012.0,149999,Diesel,Renault,Fluence,6
4305,27000,1992.0,349999,Essence,Renault,19,8
4306,93000,2015.0,34999,Essence,Ford,Fiesta,6
4307,195000,2010.0,64999,Diesel,Audi,A8,12
4308,110000,2011.0,159999,Diesel,Peugeot,508,6
4309,21000,2000.0,64999,Essence,Honda,Accord,6
4310,33500,2000.0,39999,Diesel,Fiat,Siena,6
4311,49000,2009.0,139999,Essence,Dacia,Logan,8
4312,116000,2010.0,149999,Diesel,Opel,Insignia,8
4313,63000,2007.0,179999,Diesel,Dacia,Logan,6
4314,31000,2000.0,19999,Essence,Fiat,Uno,6
4315,140000,2012.0,159999,Diesel,Peugeot,508,9
4316,26000,1994.0,139999,Essence,Renault,Clio,7
4317,19000,1994.0,89999,Diesel,Peugeot,205,7
4318,50000,1997.0,19999,Diesel,Volkswagen,GOLF 3,6
4319,33000,1997.0,299999,Essence,Fiat,Uno,6
4320,72000,1999.0,299999,Diesel,Mercedes-Benz,220,6
4321,75000,2013.0,89999,Diesel,Dacia,Dokker,5
4322,105000,2007.0,179999,Diesel,Toyota,RAV 4,6
4323,49000,2007.0,199999,Essence,Kia,Picanto,5
4324,38000,2001.0,299999,Diesel,Seat,Ibiza,6
4325,100000,2009.0,119999,Diesel,Peugeot,308,6
4326,95000,2010.0,129999,Diesel,Citroen,DS3,6
4327,28000,1999.0,99999,Diesel,Fiat,Uno,7
4328,108000,2013.0,89999,Diesel,Peugeot,301,6
4329,35000,1995.0,64999,Diesel,Fiat,Uno,6
4330,182000,2010.0,189999,Diesel,Volkswagen,Tiguan,6
4331,49000,2013.0,189999,Diesel,Citroen,C3 Picasso,6
4332,36500,1992.0,249999,Essence,Renault,19,6
4333,25000,1994.0,19999,Essence,Mitsubishi,canter,6
4334,66000,2010.0,159999,Diesel,Fiat,Pinto,6
4335,69000,2007.0,139999,Diesel,Citroen,C5,6
4336,44000,2004.0,4999,Essence,Renault,Clio,6
4337,128000,2012.0,249999,Diesel,Volkswagen,Touran,6
4338,115000,2015.0,34999,Diesel,Citroen,C-Elysée,6
4339,83000,2008.0,24999,Diesel,Citroen,C4,6
4340,72000,2003.0,129999,Diesel,Volkswagen,GOLF 4,6
4341,300000,2011.0,139999,Diesel,Audi,Q5,6
4342,81000,2009.0,24999,Diesel,Volkswagen,GOLF 4,6
4343,120000,2003.0,169999,Diesel,Toyota,Prado,6
4344,25000,1994.0,19999,Essence,Mitsubishi,canter,6
4345,58000,2001.0,349999,Diesel,Mercedes-Benz,Classe A,6
4346,128000,2012.0,249999,Diesel,Mercedes-Benz,220,6
4347,48000,2003.0,249999,Diesel,Citroen,XSARA,6
4348,34000,1993.0,59999,Essence,Volkswagen,GOLF 3,6
4349,137000,2012.0,199999,Diesel,Ford,Focus,6
4350,45000,2001.0,199999,Diesel,Fiat,Palio,6
4351,88000,2012.0,14999,Diesel,Renault,Kangoo,6
4352,69000,2011.0,189999,Diesel,Citroen,Berlingo,4
4353,170000,2016.0,14999,Diesel,Peugeot,2008,6
4354,92000,2012.0,159999,Diesel,Ford,Fiesta,6
4355,66000,1998.0,299999,Diesel,Mercedes-Benz,250,10
4356,77000,2005.0,199999,Diesel,Kia,Sorento,6
4357,195000,2008.0,139999,Diesel,Mercedes-Benz,220,7
4358,110000,2008.0,249999,Diesel,Mercedes-Benz,Classe A,6
4359,60000,2009.0,179999,Diesel,Citroen,Berlingo,6
4360,85000,2007.0,24999,Diesel,Ssangyong,Kyron,6
4361,28000,2008.0,79999,Essence,Honda,Vigor,6
4362,120000,2009.0,149999,Diesel,Kia,Sorento,6
4363,63000,2013.0,109999,Essence,Hyundai,i 10,6
4364,178000,2015.0,84999,Diesel,Volkswagen,Passat,6
4365,88000,2015.0,169999,Diesel,Fiat,Punto,6
4366,38000,2002.0,139999,Essence,Renault,Clio,6
4367,68000,2006.0,159999,Diesel,Mercedes-Benz,Classe A,6
4368,120000,2011.0,199999,Diesel,Citroen,C5,6
4369,63000,2005.0,189999,Diesel,Volkswagen,Polo,8
4370,67000,2000.0,179999,Diesel,Renault,Megane,7
4371,47000,2008.0,109999,Essence,Kia,Picanto,6
4372,105000,2013.0,69999,Diesel,Ford,Fiesta,6
4373,42000,2000.0,169999,Essence,Renault,Clio,6
4374,76000,2000.0,249999,Diesel,Volkswagen,Golf,8
4375,48000,2007.0,349999,Diesel,Renault,19,6
4376,26000,1991.0,249999,Essence,Renault,19,6
4377,75000,2011.0,159999,Diesel,Renault,Kangoo,6
4378,75000,2003.0,299999,Diesel,Renault,Megane,6
4379,79000,1998.0,249999,Diesel,Mercedes-Benz,250,6
4380,51000,2001.0,249999,Diesel,Renault,Clio,6
4381,118000,2015.0,4999,Diesel,Renault,Clio,6
4382,57000,2007.0,249999,Diesel,Peugeot,Partner,7
4383,73000,2007.0,189999,Essence,Ford,Focus,9
4384,57000,2006.0,19999,Diesel,Dacia,Logan,6
4385,58000,1996.0,169999,Diesel,Mercedes-Benz,250,6
4386,127000,2014.0,69999,Diesel,Volkswagen,Polo,5
4387,50000,2001.0,19999,Diesel,Volkswagen,Polo,6
4388,35000,2003.0,249999,Essence,Fiat,Palio,6
4389,53000,2004.0,74999,Diesel,Peugeot,Partner,6
4390,77000,2011.0,149999,Diesel,Citroen,C3,6
4391,158000,2012.0,129999,Diesel,Ford,Kuga,6
4392,56000,2010.0,129999,Essence,Dacia,Sandero,6
4393,39000,1994.0,19999,Essence,Renault,19,6
4394,48000,2001.0,249999,Diesel,Fiat,Punto,8
4395,45000,1999.0,249999,Diesel,Fiat,Palio,6
4396,53000,2003.0,44999,Essence,Toyota,Corolla,6
4397,60000,2009.0,84999,Essence,Citroen,C1,6
4398,75000,2011.0,159999,Diesel,Renault,Kangoo,6
4399,77000,1998.0,159999,Diesel,Volkswagen,GOLF 4,8
4400,60000,2002.0,49999,Diesel,Peugeot,307,6
4401,70000,2000.0,29999,Diesel,Mercedes-Benz,Sprinter,6
4402,45000,2001.0,109999,Essence,Renault,Clio,6
4403,515000,2016.0,49999,Diesel,Mercedes-Benz,Classe C,9
4404,38000,1998.0,299999,Diesel,Peugeot,306,8
4405,65000,2001.0,249999,Diesel,Volkswagen,Bora,8
4406,10000,1995.0,199999,Essence,Fiat,TIPO,6
4407,48000,1999.0,349999,Diesel,Peugeot,406,6
4408,220000,2015.0,39999,Diesel,Volkswagen,Caddy,6
4409,80000,2009.0,19999,Diesel,Renault,Megane,6
4410,49000,2005.0,199999,Essence,Honda,Accord,6
4411,90000,2009.0,94999,Essence,Honda,Accord,6
4412,138000,2015.0,34999,Diesel,Dacia,Duster,6
4413,118000,2008.0,129999,Diesel,Volkswagen,Passat,6
4414,55000,1997.0,189999,Diesel,BMW,Serie 3,7
4415,195000,2014.0,49999,Diesel,BMW,Serie 1,6
4416,70000,2009.0,89999,Diesel,Foton,Forland,6
4417,46500,2010.0,79999,Essence,Chevrolet,Optra,9
4418,45000,2004.0,299999,Diesel,Toyota,Corolla,6
4419,120000,2012.0,9999,Diesel,Toyota,Yaris Verso,6
4420,68000,2006.0,179999,Diesel,Peugeot,RCZ,6
4421,28000,1998.0,139999,Diesel,Rover,Serie 400,6
4422,40500,2000.0,249999,Diesel,Fiat,Palio,6
4423,27000,1998.0,34999,Diesel,Fiat,Uno,6
4424,480000,1995.0,179999,Diesel,Mitsubishi,L200,6
4425,90000,2011.0,169999,Diesel,Renault,Kangoo,6
4426,56000,2009.0,24999,Diesel,Peugeot,Partner,6
4427,52000,2004.0,159999,Essence,Renault,Megane,6
4428,200000,2016.0,49999,Diesel,Ford,Kuga,6
4429,43000,2003.0,199999,Diesel,Citroen,C5,6
4430,230000,2009.0,139999,Diesel,Mercedes-Benz,Classe C,6
4431,70000,2001.0,24999,Diesel,Renault,Kangoo,6
4432,49000,2007.0,99999,Essence,Kia,Picanto,6
4433,115000,2014.0,54999,Diesel,Citroen,C3,6
4434,60000,2008.0,119999,Diesel,Peugeot,Partner,6
4435,60000,1994.0,39999,Diesel,Mercedes-Benz,250,6
4436,50000,2006.0,139999,Diesel,Dacia,Logan,6
4437,42000,2006.0,159999,Essence,Dacia,Logan,6
4438,66000,2012.0,94999,Essence,Kia,Picanto,6
4439,48500,2006.0,4999,Diesel,Dacia,Logan,6
4440,49000,2009.0,179999,Essence,Fiat,Panda,6
4441,54000,1996.0,139999,Diesel,Peugeot,406,6
4442,24000,1993.0,249999,Essence,Peugeot,309,6
4443,55000,2006.0,9999,Diesel,Dacia,Logan,6
4444,115000,2008.0,199999,Diesel,Toyota,RAV 4,6
4445,80000,2004.0,299999,Diesel,Nissan,X-Trail,8
4446,185000,2014.0,79999,Diesel,Hyundai,ix 35,6
4447,55000,2011.0,139999,Essence,Kia,Picanto,6
4448,57000,2003.0,349999,Diesel,Volkswagen,Polo,6
4449,75000,2007.0,249999,Diesel,Renault,Kangoo,7
4450,39000,2000.0,19999,Diesel,Toyota,Corolla,6
4451,70000,2004.0,349999,Diesel,Land Rover,Freelander,6
4452,73000,2003.0,249999,Diesel,Volkswagen,GOLF 4,8
4453,22000,1991.0,29999,Essence,Renault,19,6
4454,80000,2008.0,249999,Diesel,Peugeot,207,6
4455,66000,2009.0,179999,Diesel,Dacia,Logan,6
4456,80000,2010.0,4999,Diesel,Volkswagen,GOLF 4,6
4457,38000,1999.0,299999,Diesel,Fiat,Palio,6
4458,32000,1999.0,39999,Essence,Fiat,Uno,6
4459,70000,2001.0,24999,Diesel,Renault,Kangoo,6
